time_slots,ASSEofficiel,OL,ClermontFoot,MontpellierHSC,OM_Officiel,ogcnice,AS_Monaco,estac_officiel,girondins,psg_inside,StadeDeReims,FCMetz,RCSA,AngersSCO,FCNantes,staderennais,RCLens,losclive,FCLorient,SB29
2022-03-12T23:00:00.000Z,20,20,2,8,94,14,14,54,29,455,0,19,3,1,31,30,5,6,2,1
2022-03-13T00:00:00.000Z,6,14,3,5,26,28,29,27,17,178,0,4,3,0,13,6,4,4,1,1
2022-03-13T01:00:00.000Z,4,20,0,3,32,8,8,6,8,98,1,3,1,1,3,3,0,1,0,1
2022-03-13T02:00:00.000Z,1,6,1,0,29,2,4,8,2,66,0,2,2,0,3,1,2,1,0,1
2022-03-13T03:00:00.000Z,4,4,2,1,5,0,8,3,11,69,0,3,3,0,3,2,2,0,0,1
2022-03-13T04:00:00.000Z,1,4,1,1,5,1,7,1,3,52,1,2,3,1,6,5,1,1,2,2
2022-03-13T05:00:00.000Z,0,2,1,1,9,4,2,2,4,48,0,1,1,0,2,0,3,1,0,0
2022-03-13T06:00:00.000Z,6,5,4,3,29,5,17,14,15,90,1,17,4,2,13,1,15,2,2,1
2022-03-13T07:00:00.000Z,7,40,10,6,34,10,27,15,203,304,15,17,17,14,8,29,29,4,5,0
2022-03-13T08:00:00.000Z,5,209,22,5,42,10,61,23,282,386,8,19,69,7,24,35,37,2,17,15
2022-03-13T09:00:00.000Z,9,190,20,4,293,32,61,42,212,614,14,32,58,16,39,27,48,10,21,11
2022-03-13T10:00:00.000Z,40,186,21,5,370,27,51,39,216,914,11,27,50,17,38,55,53,3,23,31
2022-03-13T11:00:00.000Z,40,167,11,7,371,16,55,19,573,2200,16,30,51,19,15,43,34,9,9,23
2022-03-13T12:00:00.000Z,19,160,18,3,321,10,46,15,619,1821,9,52,27,34,23,40,66,5,22,14
2022-03-13T13:00:00.000Z,29,196,96,7,142,32,259,23,1080,3463,72,163,121,68,21,49,196,20,70,23
2022-03-13T14:00:00.000Z,13,163,27,7,113,20,421,27,517,2175,94,161,159,101,12,58,99,13,56,9
2022-03-13T15:00:00.000Z,11,798,135,6,125,22,671,68,158,1185,78,146,111,141,8,206,172,8,205,8
2022-03-13T16:00:00.000Z,13,2628,52,20,233,15,307,27,127,1084,101,167,306,116,11,719,168,7,88,12
2022-03-13T17:00:00.000Z,40,3251,24,4,221,23,82,7,112,911,46,71,101,62,8,750,46,7,44,17
2022-03-13T18:00:00.000Z,4,1263,41,1,600,16,56,18,91,764,19,32,73,34,3,555,16,32,11,50
2022-03-13T19:00:00.000Z,11,479,18,1,1393,13,36,14,80,478,6,54,99,18,9,202,48,16,14,184
2022-03-13T20:00:00.000Z,17,287,34,5,520,6,45,5,127,452,4,48,39,16,5,196,18,22,25,80
2022-03-13T21:00:00.000Z,11,179,14,5,2535,74,32,11,60,343,4,15,56,28,4,114,8,16,9,486
2022-03-13T22:00:00.000Z,0,129,22,5,1104,56,16,8,55,362,10,5,42,16,4,118,6,13,7,95
2022-03-13T23:00:00.000Z,4,102,14,0,580,5,4,11,14,278,12,3,21,5,0,71,2,3,14,34
2022-03-14T00:00:00.000Z,1,49,3,0,160,2,1,5,10,217,2,1,4,1,1,25,4,2,4,8
2022-03-14T01:00:00.000Z,0,42,1,0,83,1,7,3,9,130,0,0,4,1,0,20,0,0,0,3
2022-03-14T02:00:00.000Z,0,16,0,1,48,0,3,0,7,172,1,0,0,1,0,2,1,0,1,2
2022-03-14T03:00:00.000Z,2,6,1,1,46,0,0,1,5,119,0,0,0,1,0,1,0,1,1,3
2022-03-14T04:00:00.000Z,0,15,0,0,37,2,0,4,8,104,1,2,2,1,2,3,0,1,1,4
2022-03-14T05:00:00.000Z,1,51,3,0,59,4,3,2,11,126,4,0,6,1,0,24,2,1,1,9
2022-03-14T06:00:00.000Z,2,86,3,1,150,8,12,3,32,186,7,8,18,10,1,60,5,2,3,13
2022-03-14T07:00:00.000Z,2,96,7,2,273,3,13,9,46,211,9,12,14,6,1,36,5,1,3,12
2022-03-14T08:00:00.000Z,3,130,10,2,217,19,31,8,75,196,11,7,13,10,9,50,3,20,2,6
2022-03-14T09:00:00.000Z,7,406,12,2,166,27,20,4,82,315,14,5,26,8,3,115,8,23,15,14
2022-03-14T10:00:00.000Z,12,196,8,6,129,26,42,11,73,228,13,14,24,3,9,171,3,20,12,12
2022-03-14T11:00:00.000Z,47,214,4,10,263,25,44,5,92,432,14,24,42,4,2,153,20,9,16,11
2022-03-14T12:00:00.000Z,23,154,8,9,175,30,19,9,70,554,19,34,70,14,4,83,17,14,13,9
2022-03-14T13:00:00.000Z,8,99,4,3,117,12,102,2,30,415,19,12,34,6,6,73,11,19,8,48
2022-03-14T14:00:00.000Z,7,150,8,1,96,26,47,2,25,244,6,16,84,2,0,74,11,24,9,47
2022-03-14T15:00:00.000Z,22,108,26,68,117,22,99,7,25,200,5,13,58,10,15,54,28,16,3,50
2022-03-14T16:00:00.000Z,10,103,9,45,234,16,98,7,22,214,2,16,36,12,13,49,12,52,10,24
2022-03-14T17:00:00.000Z,19,201,0,23,312,15,50,18,144,383,25,13,38,8,8,44,13,37,3,18
2022-03-14T18:00:00.000Z,18,149,4,40,218,5,26,10,50,320,17,8,24,10,17,31,8,90,17,15
2022-03-14T19:00:00.000Z,11,275,2,16,227,15,21,12,47,243,35,15,67,23,18,46,6,41,6,13
2022-03-14T20:00:00.000Z,10,260,2,11,194,18,28,17,23,227,43,14,28,11,10,57,4,30,5,14
2022-03-14T21:00:00.000Z,1,110,0,6,131,5,13,6,20,202,35,26,18,40,3,23,8,23,2,43
2022-03-14T22:00:00.000Z,2,36,2,5,67,3,7,0,35,267,3,3,19,7,3,22,3,7,1,12
2022-03-14T23:00:00.000Z,1,25,3,2,44,1,16,1,6,90,8,1,7,10,3,12,5,1,1,12
2022-03-15T00:00:00.000Z,2,13,1,0,22,2,7,1,11,44,0,1,2,3,0,8,1,1,4,3
2022-03-15T01:00:00.000Z,0,19,0,1,21,1,6,0,33,53,0,0,1,0,3,4,0,2,1,0
2022-03-15T02:00:00.000Z,0,8,0,0,14,1,4,1,13,63,1,0,5,0,0,4,0,1,1,0
2022-03-15T03:00:00.000Z,0,12,0,0,18,0,8,0,6,30,0,0,0,0,0,0,0,2,0,0
2022-03-15T04:00:00.000Z,0,14,0,0,32,0,0,1,12,28,4,1,2,0,0,4,0,1,1,0
2022-03-15T05:00:00.000Z,2,23,0,0,18,1,0,0,7,28,2,2,2,4,0,3,0,3,1,5
2022-03-15T06:00:00.000Z,5,44,3,0,46,2,6,4,12,78,6,2,4,6,2,10,1,6,3,10
2022-03-15T07:00:00.000Z,1,43,7,6,57,2,9,3,23,69,9,7,9,10,5,27,9,12,4,7
2022-03-15T08:00:00.000Z,23,86,0,7,131,2,16,6,22,91,10,8,11,8,14,33,6,32,3,11
2022-03-15T09:00:00.000Z,40,46,1,3,84,7,29,6,29,134,8,2,12,6,5,30,8,44,4,2
2022-03-15T10:00:00.000Z,29,68,2,1,61,16,37,1,23,126,14,13,12,18,1,17,7,87,8,27
2022-03-15T11:00:00.000Z,23,80,5,9,130,11,76,13,51,81,10,12,9,6,9,14,8,121,5,9
2022-03-15T12:00:00.000Z,50,54,7,8,443,14,39,5,50,106,10,7,10,7,7,26,5,134,3,8
2022-03-15T13:00:00.000Z,18,41,1,4,198,11,64,0,15,359,14,17,3,3,10,21,2,46,7,4
2022-03-15T14:00:00.000Z,11,73,0,2,175,18,66,8,30,227,4,34,21,6,20,24,6,51,5,9
2022-03-15T15:00:00.000Z,12,106,9,0,163,17,32,8,45,166,40,29,15,5,49,28,4,63,4,6
2022-03-15T16:00:00.000Z,42,83,17,2,173,32,46,3,62,313,22,20,16,12,20,35,8,288,4,6
2022-03-15T17:00:00.000Z,40,92,2,3,140,7,42,5,49,277,18,32,12,5,26,44,1,233,2,13
2022-03-15T18:00:00.000Z,40,53,2,4,114,3,46,3,43,158,8,10,15,5,21,36,7,120,2,10
2022-03-15T19:00:00.000Z,18,96,3,2,100,22,32,3,62,126,10,24,25,41,25,34,6,121,2,10
2022-03-15T20:00:00.000Z,20,54,8,22,132,8,32,9,24,146,13,18,26,26,15,39,6,116,2,6
2022-03-15T21:00:00.000Z,15,66,2,7,76,1,30,4,41,342,20,11,15,8,18,17,4,39,3,8
2022-03-15T22:00:00.000Z,12,36,0,3,72,3,33,2,18,589,13,6,6,11,11,14,0,59,4,1
2022-03-15T23:00:00.000Z,6,10,1,2,18,6,12,0,6,217,0,2,3,0,9,69,1,34,0,7
2022-03-16T00:00:00.000Z,3,6,0,0,14,0,2,1,1,122,2,0,0,2,4,6,1,11,1,3
2022-03-16T01:00:00.000Z,4,11,0,0,11,1,0,0,6,76,0,1,0,0,2,0,0,3,0,0
2022-03-16T02:00:00.000Z,4,3,0,0,22,1,3,0,2,57,0,1,0,0,4,2,0,5,1,0
2022-03-16T03:00:00.000Z,0,0,0,0,7,0,4,1,5,53,0,1,0,1,1,1,1,5,0,0
2022-03-16T04:00:00.000Z,0,1,0,1,2,2,8,0,2,32,0,1,0,0,0,3,0,6,0,0
2022-03-16T05:00:00.000Z,13,3,0,0,19,2,10,0,4,68,3,2,2,0,0,1,0,9,0,1
2022-03-16T06:00:00.000Z,10,15,0,0,38,1,9,0,46,166,11,1,6,5,3,9,0,201,3,4
2022-03-16T07:00:00.000Z,20,15,0,1,72,3,8,0,34,173,6,5,6,7,2,15,0,154,1,5
2022-03-16T08:00:00.000Z,21,88,3,7,59,6,18,3,31,187,6,7,8,8,7,20,2,120,7,5
2022-03-16T09:00:00.000Z,101,493,1,8,278,11,36,4,30,361,3,47,3,12,18,22,10,138,14,7
2022-03-16T10:00:00.000Z,89,369,1,1,237,13,38,7,26,283,7,18,15,5,4,41,11,139,18,2
2022-03-16T11:00:00.000Z,90,208,0,3,370,8,33,4,33,352,10,27,10,11,8,10,5,165,11,4
2022-03-16T12:00:00.000Z,40,210,0,1,232,7,36,1,206,530,19,22,6,6,12,49,6,156,14,1
2022-03-16T13:00:00.000Z,15,195,1,9,103,10,31,2,103,587,13,10,7,5,5,23,5,164,8,2
2022-03-16T14:00:00.000Z,24,219,1,6,99,7,25,1,53,488,4,11,12,1,22,39,14,130,9,1
2022-03-16T15:00:00.000Z,18,143,0,22,315,15,23,4,91,504,4,2,2,15,8,55,10,126,3,1
2022-03-16T16:00:00.000Z,13,222,2,15,302,20,38,5,38,313,103,7,8,3,10,59,12,111,22,4
2022-03-16T17:00:00.000Z,17,239,2,7,182,10,63,5,79,252,60,3,11,2,10,113,12,669,16,5
2022-03-16T18:00:00.000Z,17,221,0,6,152,8,64,4,66,283,26,3,6,2,7,106,5,704,9,3
