time_slots,ASSEofficiel,OL,ClermontFoot,MontpellierHSC,OM_Officiel,ogcnice,AS_Monaco,estac_officiel,girondins,psg_inside,StadeDeReims,FCMetz,RCSA,AngersSCO,FCNantes,staderennais,RCLens,losclive,FCLorient,SB29
2022-03-02T22:00:00.000Z,34,47,2,13,124,254,1067,1,29,113,8,14,9,1,1749,31,6,12,0,2
2022-03-02T23:00:00.000Z,19,10,2,11,44,108,167,1,13,78,6,6,5,0,716,12,12,3,0,1
2022-03-03T00:00:00.000Z,18,8,0,10,10,35,41,0,2,47,6,6,7,0,252,6,0,2,0,0
2022-03-03T01:00:00.000Z,9,23,0,7,8,21,25,0,1,42,9,7,7,0,139,7,0,1,2,0
2022-03-03T02:00:00.000Z,4,32,0,2,5,18,18,0,2,36,1,1,1,0,52,2,0,0,0,0
2022-03-03T03:00:00.000Z,2,14,0,1,29,6,4,0,0,43,1,1,1,0,28,3,0,2,0,0
2022-03-03T04:00:00.000Z,4,10,1,4,20,11,10,0,3,19,2,2,2,0,61,3,0,1,0,1
2022-03-03T05:00:00.000Z,12,14,0,7,13,25,24,0,4,70,8,8,10,1,110,10,2,1,2,0
2022-03-03T06:00:00.000Z,26,18,4,10,26,53,43,1,9,47,10,9,8,0,207,11,6,2,4,2
2022-03-03T07:00:00.000Z,26,40,1,5,82,50,48,1,16,37,8,23,4,1,269,15,1,6,2,0
2022-03-03T08:00:00.000Z,43,46,3,9,58,67,72,25,39,65,7,38,7,2,231,15,1,25,18,3
2022-03-03T09:00:00.000Z,33,42,4,10,56,134,100,35,33,208,4,15,17,3,238,14,7,18,18,14
2022-03-03T10:00:00.000Z,36,47,4,14,59,165,61,4,12,276,4,23,8,3,203,19,8,9,7,6
2022-03-03T11:00:00.000Z,72,66,6,11,139,170,55,5,70,152,5,11,13,1,175,11,14,11,15,7
2022-03-03T12:00:00.000Z,83,62,0,11,65,325,71,9,50,166,35,14,6,1,148,14,10,8,8,3
2022-03-03T13:00:00.000Z,64,41,4,11,67,342,41,0,31,150,13,18,9,4,124,25,3,15,2,14
2022-03-03T14:00:00.000Z,37,48,0,7,74,107,65,1,28,149,10,21,17,8,106,18,6,20,11,5
2022-03-03T15:00:00.000Z,42,36,2,6,87,121,72,0,53,144,13,17,9,10,87,13,4,22,10,9
2022-03-03T16:00:00.000Z,23,45,0,3,75,221,64,1,67,272,1,12,7,4,94,11,5,14,19,37
2022-03-03T17:00:00.000Z,30,68,1,13,141,119,73,3,31,114,5,8,6,6,88,17,8,24,15,29
2022-03-03T18:00:00.000Z,67,230,3,10,104,102,92,1,57,272,8,15,22,8,203,22,234,15,10,12
2022-03-03T19:00:00.000Z,51,105,0,13,95,69,67,6,61,231,2,12,14,9,201,25,124,11,8,24
2022-03-03T20:00:00.000Z,39,64,2,6,97,54,74,2,54,142,6,5,7,1,164,15,61,5,15,9
2022-03-03T21:00:00.000Z,37,36,1,3,77,45,51,1,34,101,6,15,3,5,139,20,25,151,1,10
2022-03-03T22:00:00.000Z,16,17,3,3,75,34,41,0,13,98,8,2,2,0,99,13,5,59,11,4
2022-03-03T23:00:00.000Z,13,15,0,1,27,16,21,0,11,83,1,1,1,1,42,2,3,12,1,2
2022-03-04T00:00:00.000Z,2,17,1,2,18,11,11,0,3,42,0,0,0,0,23,0,7,13,1,6
2022-03-04T01:00:00.000Z,3,2,0,0,8,9,5,0,0,28,1,1,0,0,19,1,0,2,0,0
2022-03-04T02:00:00.000Z,0,5,0,1,9,3,8,1,2,16,1,0,0,0,16,2,2,4,0,0
2022-03-04T03:00:00.000Z,1,1,1,2,10,7,6,0,2,26,0,0,0,0,12,0,0,8,0,0
2022-03-04T04:00:00.000Z,1,4,0,1,10,2,6,0,2,47,0,1,0,0,21,1,3,3,1,1
2022-03-04T05:00:00.000Z,11,9,0,0,14,12,15,1,9,49,1,3,0,0,29,1,2,13,5,1
2022-03-04T06:00:00.000Z,10,23,0,3,51,23,34,0,35,47,1,2,2,0,57,7,12,12,10,9
2022-03-04T07:00:00.000Z,26,47,2,9,93,20,24,1,29,50,3,8,1,2,66,4,9,27,5,11
2022-03-04T08:00:00.000Z,21,90,3,2,53,34,54,3,37,52,5,9,3,5,70,28,10,13,15,9
2022-03-04T09:00:00.000Z,19,191,1,1,61,34,46,16,41,139,9,9,7,3,150,38,11,8,17,5
2022-03-04T10:00:00.000Z,23,126,1,6,93,28,46,33,29,279,19,8,4,0,113,13,23,17,16,8
2022-03-04T11:00:00.000Z,19,118,8,7,51,43,50,21,30,147,6,13,12,8,95,38,17,9,18,14
2022-03-04T12:00:00.000Z,47,255,11,10,88,66,44,11,33,291,4,18,6,33,92,22,20,24,22,14
2022-03-04T13:00:00.000Z,39,154,9,3,43,56,23,11,20,211,1,11,6,6,102,48,85,15,22,9
2022-03-04T14:00:00.000Z,12,91,3,3,31,32,45,13,21,332,14,4,26,6,65,30,29,16,8,16
2022-03-04T15:00:00.000Z,21,126,16,2,42,42,38,17,51,348,7,8,10,9,69,21,20,12,15,15
2022-03-04T16:00:00.000Z,12,144,10,10,42,62,38,12,118,228,6,3,17,27,83,39,24,146,15,18
2022-03-04T17:00:00.000Z,35,117,6,18,219,24,49,2,28,258,6,20,17,23,47,30,35,81,40,10
2022-03-04T18:00:00.000Z,53,204,5,22,83,25,43,7,19,192,9,20,11,11,44,35,61,41,66,19
2022-03-04T19:00:00.000Z,44,780,7,17,119,48,55,26,44,184,13,28,17,21,61,27,32,35,93,7
2022-03-04T20:00:00.000Z,34,815,6,22,91,25,67,10,19,245,5,45,12,6,42,23,22,35,135,14
2022-03-04T21:00:00.000Z,19,1808,4,11,57,27,39,9,18,182,3,15,4,14,36,17,21,29,156,24
2022-03-04T22:00:00.000Z,19,1310,4,4,50,23,31,6,8,143,5,5,8,6,28,4,12,18,58,10
2022-03-04T23:00:00.000Z,6,1211,0,6,25,20,22,4,7,85,4,6,2,4,6,5,8,8,20,8
2022-03-05T00:00:00.000Z,7,377,1,2,14,4,9,1,5,67,0,3,3,0,7,4,3,6,3,2
2022-03-05T01:00:00.000Z,6,186,0,0,23,2,5,1,5,83,0,1,1,0,6,0,0,5,6,0
2022-03-05T02:00:00.000Z,6,106,0,1,7,5,5,1,11,47,0,1,0,1,7,1,0,5,6,0
2022-03-05T03:00:00.000Z,3,60,0,3,3,4,1,1,16,72,0,1,1,0,6,1,0,4,2,0
2022-03-05T04:00:00.000Z,6,62,1,1,10,1,2,1,0,21,0,0,0,0,0,1,2,11,5,1
2022-03-05T05:00:00.000Z,4,64,0,3,17,2,3,1,8,23,1,4,0,0,7,0,6,6,0,2
2022-03-05T06:00:00.000Z,14,180,2,1,23,13,5,1,4,41,4,5,1,1,7,0,18,2,5,14
2022-03-05T07:00:00.000Z,24,281,2,3,14,34,5,2,11,68,2,8,4,6,24,4,53,11,6,21
2022-03-05T08:00:00.000Z,34,250,7,37,22,209,12,4,30,319,7,9,13,6,18,2,47,10,13,22
2022-03-05T09:00:00.000Z,141,257,7,28,28,118,29,2,32,270,5,16,19,6,17,14,67,9,7,42
2022-03-05T10:00:00.000Z,165,224,0,15,55,123,18,10,22,556,3,30,8,1,28,8,128,13,7,103
2022-03-05T11:00:00.000Z,107,171,3,13,125,112,16,5,115,290,2,9,7,0,20,5,36,19,13,32
2022-03-05T12:00:00.000Z,144,155,18,17,74,138,9,10,67,526,4,25,7,2,19,3,79,23,17,39
2022-03-05T13:00:00.000Z,71,313,4,20,79,130,26,5,53,484,0,14,27,1,22,14,45,19,9,28
2022-03-05T14:00:00.000Z,54,151,5,12,110,106,26,5,22,468,3,4,8,1,12,11,107,16,3,34
2022-03-05T15:00:00.000Z,67,171,7,19,133,93,14,7,25,341,2,14,18,2,22,6,293,32,11,212
2022-03-05T16:00:00.000Z,28,144,4,13,140,60,14,3,23,240,9,5,10,3,26,13,158,21,4,133
2022-03-05T17:00:00.000Z,88,104,13,11,121,43,24,9,16,216,9,18,6,12,15,39,261,28,1,382
2022-03-05T18:00:00.000Z,221,233,10,15,73,82,76,5,32,486,4,46,2,10,15,22,226,6,1,520
2022-03-05T19:00:00.000Z,135,151,5,32,299,203,42,84,88,889,7,20,8,6,22,11,63,32,7,156
2022-03-05T20:00:00.000Z,62,82,6,7,558,285,16,31,48,922,8,12,7,6,17,10,37,11,2,73
2022-03-05T21:00:00.000Z,58,73,1,18,292,458,20,11,16,2106,13,15,4,1,12,3,45,8,2,39
2022-03-05T22:00:00.000Z,49,97,3,4,214,985,23,16,21,1332,2,3,2,2,11,5,39,5,2,37
2022-03-05T23:00:00.000Z,13,39,0,6,70,300,10,14,20,333,2,4,1,0,3,3,24,17,1,21
2022-03-06T00:00:00.000Z,7,37,0,1,61,123,2,4,12,185,0,1,1,3,5,2,4,3,0,5
2022-03-06T01:00:00.000Z,4,15,1,0,34,40,2,1,3,72,2,0,1,1,3,1,3,6,3,3
2022-03-06T02:00:00.000Z,3,3,2,5,6,35,2,0,0,68,0,1,0,0,4,0,0,3,0,1
2022-03-06T03:00:00.000Z,3,5,0,1,9,14,4,3,8,81,0,0,0,0,1,1,2,1,4,2
2022-03-06T04:00:00.000Z,9,11,1,1,14,20,2,1,1,37,1,3,1,1,1,2,3,3,0,4
2022-03-06T05:00:00.000Z,5,8,0,0,14,19,3,1,4,60,1,0,0,0,1,2,3,0,3,5
2022-03-06T06:00:00.000Z,19,11,0,0,32,26,4,5,8,42,5,6,3,1,1,4,2,7,6,3
2022-03-06T07:00:00.000Z,53,47,15,3,130,48,97,7,12,92,26,18,23,21,3,17,12,17,0,5
2022-03-06T08:00:00.000Z,82,69,16,14,142,73,70,25,33,111,20,32,28,8,56,17,6,21,2,19
2022-03-06T09:00:00.000Z,153,44,20,28,175,76,64,27,99,199,36,30,38,36,91,38,20,125,4,22
2022-03-06T10:00:00.000Z,203,101,14,15,271,90,70,27,95,195,18,38,40,18,83,45,17,79,3,17
2022-03-06T11:00:00.000Z,348,80,8,11,205,71,57,17,65,109,16,157,12,17,80,25,39,82,1,23
2022-03-06T12:00:00.000Z,255,44,15,27,239,44,47,26,120,109,19,200,23,39,75,35,27,57,2,29
2022-03-06T13:00:00.000Z,821,50,5,56,126,58,48,174,227,105,118,459,110,58,150,176,30,42,1,22
2022-03-06T14:00:00.000Z,982,35,4,26,96,50,22,129,612,89,58,276,51,87,96,196,10,62,3,15
2022-03-06T15:00:00.000Z,456,41,35,187,120,62,41,169,759,144,88,58,161,145,266,223,10,252,2,20
2022-03-06T16:00:00.000Z,323,40,116,192,131,48,61,188,609,106,45,64,41,55,221,190,16,309,3,16
2022-03-06T17:00:00.000Z,245,48,168,66,184,78,66,62,277,68,51,56,51,33,92,85,31,582,8,12
2022-03-06T18:00:00.000Z,219,59,65,35,708,57,112,37,197,61,60,24,24,15,90,66,26,322,6,10
2022-03-06T19:00:00.000Z,247,50,29,29,832,66,275,39,159,73,13,28,27,45,76,124,37,177,5,3
2022-03-06T20:00:00.000Z,172,23,4,15,545,46,277,25,113,46,9,45,13,26,58,71,24,124,6,1
2022-03-06T21:00:00.000Z,81,40,16,13,2395,153,778,11,186,61,9,14,11,14,44,39,21,162,0,1
2022-03-06T22:00:00.000Z,81,50,4,10,603,81,479,24,59,63,6,11,19,2,45,48,11,76,2,15
2022-03-06T23:00:00.000Z,33,10,3,1,246,22,149,4,42,94,3,2,6,12,12,11,10,42,0,7
2022-03-07T00:00:00.000Z,16,3,2,7,99,15,62,2,19,19,3,2,5,2,18,4,12,16,0,1
2022-03-07T01:00:00.000Z,9,14,1,3,52,6,27,0,10,23,1,2,1,0,6,2,9,3,0,1
2022-03-07T02:00:00.000Z,3,2,1,0,35,2,21,1,12,68,0,1,2,0,2,2,5,4,0,1
2022-03-07T03:00:00.000Z,7,10,1,2,16,1,5,1,3,10,0,3,0,2,7,1,2,2,0,0
2022-03-07T04:00:00.000Z,16,2,1,1,29,1,10,1,10,17,1,2,1,0,7,1,1,1,0,1
2022-03-07T05:00:00.000Z,11,3,0,1,46,14,73,2,21,32,4,2,1,0,10,4,9,15,0,1
2022-03-07T06:00:00.000Z,24,20,0,8,85,20,50,3,40,24,3,11,3,3,21,11,18,17,4,3
2022-03-07T07:00:00.000Z,32,45,1,4,98,24,81,9,70,58,10,10,3,6,21,18,16,15,5,9
2022-03-07T08:00:00.000Z,44,58,1,5,78,24,102,8,72,205,10,18,2,9,26,42,12,59,1,6
2022-03-07T09:00:00.000Z,97,82,1,10,130,17,78,23,70,163,8,24,5,3,25,45,18,61,3,9
2022-03-03T09:04:26.000Z,26,39,4,8,50,127,90,10,29,198,2,9,15,3,219,12,7,14,18,13
2022-03-07T10:00:00.000Z,144,217,1,14,101,14,97,22,146,198,22,31,12,6,29,32,19,40,1,31
2022-03-07T11:00:00.000Z,94,141,4,10,174,16,75,10,119,203,14,17,15,10,34,35,16,48,1,42
2022-03-07T12:00:00.000Z,77,76,5,3,207,20,85,19,117,155,7,17,18,8,36,23,6,27,1,21
2022-03-07T13:00:00.000Z,37,134,3,11,211,13,53,8,44,160,9,13,10,6,23,31,12,68,2,13
2022-03-07T14:00:00.000Z,69,62,3,23,169,14,68,8,69,373,2,13,8,1,19,16,17,38,3,11
2022-03-07T15:00:00.000Z,56,65,0,15,116,15,46,5,52,741,8,16,4,11,17,21,14,131,5,17
2022-03-07T16:00:00.000Z,70,48,12,17,95,19,48,12,58,883,2,21,7,4,18,24,9,54,12,4
2022-03-07T17:00:00.000Z,79,64,11,6,207,20,45,12,52,621,4,27,2,11,18,80,15,48,7,28
2022-03-07T18:00:00.000Z,92,63,9,12,123,23,52,10,40,467,7,11,4,9,37,27,6,34,9,22
2022-03-07T19:00:00.000Z,71,175,5,14,115,45,30,16,37,253,3,16,7,6,38,22,9,27,10,5
2022-03-07T20:00:00.000Z,63,112,4,12,218,25,32,5,47,226,8,19,2,5,22,21,16,17,3,3
2022-03-07T21:00:00.000Z,72,60,2,12,107,13,33,0,34,157,3,8,4,1,28,16,6,19,1,4
2022-03-07T22:00:00.000Z,33,56,1,3,91,3,22,1,37,183,0,7,5,4,9,6,6,14,2,4
2022-03-07T23:00:00.000Z,13,17,2,5,47,3,16,0,26,162,0,1,3,0,8,14,1,4,1,0
2022-03-08T00:00:00.000Z,5,22,1,6,32,2,8,1,7,71,0,1,0,1,0,42,2,1,1,1
2022-03-08T01:00:00.000Z,5,16,0,2,24,2,13,0,5,50,1,1,1,2,2,5,2,0,0,0
2022-03-08T02:00:00.000Z,0,4,0,4,16,0,27,0,8,67,0,0,0,0,0,1,0,2,0,0
2022-03-08T03:00:00.000Z,8,2,0,0,17,0,7,1,9,83,0,1,0,0,0,1,0,1,0,1
2022-03-08T04:00:00.000Z,0,5,0,0,8,2,3,0,3,34,0,0,0,0,0,0,0,3,0,0
2022-03-08T05:00:00.000Z,4,4,0,2,19,5,7,0,11,36,0,2,1,1,0,2,1,1,0,2
2022-03-08T06:00:00.000Z,9,4,2,2,109,3,10,0,6,67,0,1,0,1,9,7,0,3,0,1
2022-03-08T07:00:00.000Z,19,11,2,8,63,6,11,9,24,75,2,7,5,0,19,16,9,11,2,3
2022-03-08T08:00:00.000Z,26,64,2,11,140,17,36,6,31,93,9,9,9,6,16,20,4,6,4,1
2022-03-08T09:00:00.000Z,36,185,0,26,100,35,16,5,22,661,15,10,8,3,9,23,13,13,1,3
2022-03-08T10:00:00.000Z,31,130,20,59,80,81,25,3,29,504,9,14,11,1,12,6,12,47,1,2
2022-03-08T11:00:00.000Z,83,110,17,60,70,63,62,6,26,380,6,27,12,1,7,12,130,73,1,7
2022-03-08T12:00:00.000Z,49,98,9,37,63,48,51,0,20,359,8,32,4,0,15,7,58,41,1,8
2022-03-08T13:00:00.000Z,30,116,8,12,45,17,17,12,14,590,2,11,4,2,32,28,38,34,6,5
2022-03-08T14:00:00.000Z,23,225,6,29,41,30,15,7,21,541,8,29,5,1,12,13,36,62,4,15
2022-03-08T15:00:00.000Z,27,190,12,7,53,11,26,11,22,320,5,15,4,14,12,16,23,26,14,43
2022-03-08T16:00:00.000Z,21,318,8,18,71,36,23,11,51,603,9,24,3,21,12,31,9,18,11,57
2022-03-08T17:00:00.000Z,30,278,2,55,614,30,26,10,22,417,4,53,7,8,7,31,24,17,10,41
2022-03-08T18:00:00.000Z,37,214,1,31,275,20,41,4,52,658,7,35,20,9,19,17,27,22,6,44
2022-03-08T19:00:00.000Z,56,233,4,37,282,25,40,8,96,336,2,38,17,8,9,34,35,29,7,29
2022-03-08T20:00:00.000Z,22,192,2,25,157,29,27,3,41,214,5,37,16,1,12,42,15,32,18,12
2022-03-08T21:00:00.000Z,22,77,2,15,94,34,27,2,21,206,0,7,9,1,9,7,11,12,30,14
2022-03-08T22:00:00.000Z,13,73,1,7,83,11,20,1,15,142,2,3,2,1,4,6,5,9,3,11
2022-03-08T23:00:00.000Z,6,64,1,2,53,2,11,1,5,213,5,6,1,1,6,1,5,6,7,9
2022-03-09T00:00:00.000Z,3,27,1,4,65,0,14,0,6,112,1,4,2,1,3,2,3,4,6,12
2022-03-09T01:00:00.000Z,0,9,0,0,24,0,5,0,4,48,0,0,0,0,6,1,0,1,0,1
2022-03-09T02:00:00.000Z,1,6,0,0,9,0,12,0,1,63,0,2,0,0,1,0,2,5,0,1
2022-03-09T03:00:00.000Z,1,8,0,0,16,0,8,0,3,97,0,1,0,0,1,0,1,2,0,0
2022-03-09T04:00:00.000Z,1,6,1,1,18,3,1,1,3,71,0,0,1,0,1,1,3,2,0,3
2022-03-09T05:00:00.000Z,3,23,0,1,36,2,3,0,6,63,0,3,1,1,2,4,8,1,0,2
2022-03-09T06:00:00.000Z,5,55,1,4,93,5,2,0,18,140,1,3,5,3,0,5,7,10,2,3
2022-03-09T07:00:00.000Z,11,198,1,10,205,8,8,1,16,188,6,13,8,1,5,16,11,14,1,16
2022-03-09T08:00:00.000Z,16,296,0,13,145,4,10,3,29,879,1,7,3,0,11,18,10,26,10,3
2022-03-09T09:00:00.000Z,27,236,1,18,152,17,16,4,15,725,11,17,22,1,6,100,22,34,1,17
2022-03-09T10:00:00.000Z,33,241,1,17,198,15,14,3,16,729,2,23,17,6,8,57,36,31,1,19
2022-03-09T11:00:00.000Z,47,244,0,7,266,34,21,4,27,770,8,9,16,1,11,61,33,23,1,22
2022-03-09T12:00:00.000Z,24,229,4,8,253,25,33,4,15,498,4,13,6,1,16,50,14,17,1,17
2022-03-09T13:00:00.000Z,64,195,1,42,238,21,16,3,40,441,2,29,3,0,9,23,13,16,3,13
2022-03-09T14:00:00.000Z,52,255,0,15,173,6,10,0,47,481,0,11,12,0,4,49,15,38,1,10
2022-03-09T15:00:00.000Z,54,360,1,10,135,14,73,0,88,546,6,16,13,2,11,33,10,9,3,9
2022-03-09T16:00:00.000Z,57,760,8,8,115,31,39,0,83,704,6,50,3,0,6,78,44,14,0,7
2022-03-09T17:00:00.000Z,37,1139,2,33,110,34,70,1,53,565,1,10,10,2,14,67,14,21,2,1
2022-03-09T18:00:00.000Z,25,670,0,23,233,11,33,4,27,1778,10,12,13,6,6,44,11,37,1,2
2022-03-09T19:00:00.000Z,26,3199,1,31,253,8,12,0,75,2596,5,28,18,8,11,23,23,12,0,4
2022-03-09T20:00:00.000Z,13,1391,0,3,193,4,32,0,22,4760,10,8,1,0,0,34,6,19,0,11
2022-03-09T21:00:00.000Z,14,1850,1,36,221,9,21,1,56,16160,11,15,2,4,6,23,9,64,4,5
2022-03-09T22:00:00.000Z,9,1360,3,18,713,6,33,1,121,18053,3,17,5,6,8,32,17,107,1,3
2022-03-09T23:00:00.000Z,4,275,1,7,569,10,10,0,25,4266,1,1,1,2,3,22,4,14,1,0
2022-03-10T00:00:00.000Z,0,124,0,1,400,2,6,0,5,1686,1,1,0,1,1,6,0,6,0,1
2022-03-10T01:00:00.000Z,1,67,0,0,138,2,4,2,2,891,0,0,1,0,8,6,0,6,0,2
2022-03-10T02:00:00.000Z,1,21,0,0,59,1,3,1,4,585,0,0,0,0,0,3,0,2,0,0
2022-03-10T03:00:00.000Z,0,41,0,1,62,4,7,0,5,575,0,2,1,0,0,1,0,2,0,0
2022-03-10T04:00:00.000Z,0,35,0,1,77,0,5,0,9,526,0,0,0,0,1,2,1,6,0,0
2022-03-10T05:00:00.000Z,3,58,0,5,151,0,11,0,18,675,0,2,3,0,1,4,0,6,0,1
2022-03-10T06:00:00.000Z,4,75,0,10,324,7,8,0,18,1224,11,2,2,3,2,15,86,20,0,2
2022-03-10T07:00:00.000Z,6,129,0,12,419,12,32,0,29,1381,2,7,3,2,3,93,63,16,0,4
2022-03-10T08:00:00.000Z,6,196,1,4,304,15,38,6,27,1813,7,3,6,4,11,152,37,12,1,4
2022-03-10T09:00:00.000Z,1,2,0,1,22,3,5,0,4,143,2,1,0,0,2,6,4,2,0,0
2022-03-10T10:00:00.000Z,22,119,2,5,252,21,37,4,24,1789,1,17,1,0,16,73,39,28,1,9
2022-03-10T11:00:00.000Z,18,687,1,9,259,15,39,9,40,1723,3,17,6,2,12,102,38,22,1,17
2022-03-10T12:00:00.000Z,11,386,1,3,202,18,26,2,37,1825,8,12,3,10,15,64,21,28,1,7
2022-03-10T13:00:00.000Z,55,289,0,7,151,16,30,4,26,1792,1,10,2,1,19,49,10,9,3,1
2022-03-10T14:00:00.000Z,56,185,0,12,149,17,25,5,31,1514,9,8,7,1,27,99,10,14,0,12
2022-03-10T15:00:00.000Z,27,117,0,2,116,9,24,3,17,1233,2,5,9,3,28,114,7,15,0,11
2022-03-10T16:00:00.000Z,37,168,2,2,136,35,27,1,18,1103,17,2,29,14,40,153,9,27,2,5
2022-03-10T17:00:00.000Z,20,131,1,10,117,28,18,1,40,970,12,9,19,4,16,158,16,16,1,6
2022-03-10T18:00:00.000Z,17,74,1,6,689,15,112,3,37,1087,6,3,17,1,12,224,5,18,3,6
2022-03-10T19:00:00.000Z,75,57,1,10,598,19,278,1,41,978,3,19,24,1,14,223,8,51,3,9
2022-03-10T20:00:00.000Z,16,68,0,2,982,10,390,0,48,779,5,2,5,1,14,261,6,11,0,1
2022-03-10T21:00:00.000Z,11,45,0,5,1269,11,435,3,33,714,2,2,5,3,7,392,6,8,2,0
2022-03-10T22:00:00.000Z,7,79,0,2,467,4,406,3,7,547,3,3,13,1,14,289,8,4,1,6
2022-03-10T23:00:00.000Z,2,35,1,2,205,3,66,2,9,394,0,0,4,0,1,79,2,1,2,0
2022-03-11T00:00:00.000Z,3,26,0,6,81,1,26,0,2,224,0,0,1,0,0,29,3,0,0,0
2022-03-11T01:00:00.000Z,2,10,0,1,327,8,16,0,2,130,1,0,0,0,0,17,0,2,0,0
2022-03-11T02:00:00.000Z,2,5,0,0,104,0,10,0,2,106,0,0,2,0,0,9,1,0,0,0
2022-03-11T03:00:00.000Z,2,18,0,0,75,0,3,0,1,108,0,0,0,1,1,11,0,1,0,1
2022-03-11T04:00:00.000Z,4,8,0,0,47,0,2,0,2,76,0,0,0,0,0,8,1,1,0,1
2022-03-11T05:00:00.000Z,8,21,0,0,94,1,23,1,5,129,2,2,1,0,1,19,1,2,2,0
2022-03-11T06:00:00.000Z,12,93,1,2,140,0,25,0,7,205,3,3,4,0,7,38,5,11,1,0
2022-03-11T07:00:00.000Z,8,151,1,4,302,0,24,1,13,243,1,16,5,0,2,47,4,6,2,2
2022-03-11T08:00:00.000Z,43,119,1,1,187,6,42,0,21,263,4,5,10,5,5,101,2,18,0,2
2022-03-11T09:00:00.000Z,77,96,5,19,297,10,31,2,25,298,9,13,7,3,4,91,2,43,4,4
2022-03-11T10:00:00.000Z,61,163,6,15,202,15,42,54,26,273,1,6,6,2,4,128,8,24,4,6
2022-03-11T11:00:00.000Z,37,194,9,15,252,6,47,65,32,328,12,24,7,7,6,82,22,58,6,16
2022-03-11T12:00:00.000Z,32,74,17,4,247,2,52,32,20,358,5,23,8,6,9,66,11,172,18,22
2022-03-11T13:00:00.000Z,43,90,7,38,171,39,41,27,25,476,2,19,11,16,7,53,8,87,7,13
2022-03-11T14:00:00.000Z,47,341,12,21,150,23,37,21,41,931,6,11,17,4,2,28,8,30,15,14
2022-03-11T15:00:00.000Z,41,263,5,15,389,14,28,16,14,838,3,7,10,5,6,142,8,67,9,11
2022-03-11T16:00:00.000Z,27,148,3,23,452,30,18,11,35,450,1,4,8,11,3,137,16,29,4,7
2022-03-11T17:00:00.000Z,34,100,8,7,269,17,23,10,43,424,8,8,7,13,14,104,12,48,10,8
2022-03-11T18:00:00.000Z,57,76,4,19,179,49,19,23,32,368,4,2,3,2,9,86,5,104,7,10
2022-03-11T19:00:00.000Z,227,127,10,12,234,91,43,13,37,424,11,10,20,23,12,57,9,256,3,44
2022-03-11T20:00:00.000Z,249,104,12,43,135,35,46,5,25,308,5,8,23,9,13,64,12,215,6,22
2022-03-11T21:00:00.000Z,253,66,10,30,132,24,45,4,29,328,8,6,136,5,10,50,11,324,4,4
2022-03-11T22:00:00.000Z,185,67,5,20,131,14,7,7,20,259,2,10,28,1,3,25,11,198,2,8
2022-03-11T23:00:00.000Z,41,63,0,7,67,15,7,1,8,168,1,2,26,2,5,27,3,64,0,1
2022-03-12T00:00:00.000Z,13,48,1,1,40,3,4,2,11,98,0,2,8,1,1,25,0,30,0,3
2022-03-12T01:00:00.000Z,4,12,0,0,29,2,4,0,7,97,0,0,5,3,0,8,0,9,0,1
2022-03-12T02:00:00.000Z,4,4,0,2,33,0,0,2,3,62,0,0,1,0,1,12,0,5,0,1
2022-03-12T03:00:00.000Z,4,8,0,0,15,3,1,0,3,55,0,0,1,0,0,9,0,4,0,3
2022-03-12T04:00:00.000Z,0,2,0,2,20,2,1,1,1,48,0,0,1,0,1,5,1,4,0,0
2022-03-12T05:00:00.000Z,5,2,0,3,12,0,7,0,5,50,1,1,7,0,0,7,0,3,1,2
2022-03-12T06:00:00.000Z,15,15,0,5,25,2,9,1,10,96,1,4,3,0,2,15,7,20,1,2
2022-03-12T07:00:00.000Z,10,25,0,11,118,10,9,10,10,110,4,12,6,0,1,30,4,25,0,2
2022-03-12T08:00:00.000Z,18,57,0,32,99,28,14,9,15,113,2,4,29,7,11,42,8,16,3,12
2022-03-12T09:00:00.000Z,31,39,1,32,143,38,111,18,21,204,6,9,20,6,17,33,5,16,1,11
2022-03-12T10:00:00.000Z,18,59,3,25,103,30,64,35,23,433,6,5,10,0,34,29,5,18,4,7
2022-03-12T11:00:00.000Z,37,75,4,20,75,38,72,56,22,491,5,18,15,2,39,28,14,23,6,3
2022-03-12T12:00:00.000Z,22,78,2,10,119,24,86,26,47,2301,8,5,9,7,28,31,1,23,1,16
2022-03-12T13:00:00.000Z,22,79,2,19,123,22,85,15,27,2069,12,7,5,2,14,37,10,26,5,3
2022-03-12T14:00:00.000Z,28,86,1,31,67,73,68,19,40,955,7,8,10,2,31,31,12,15,3,8
2022-03-12T15:00:00.000Z,46,86,14,92,76,139,43,8,17,835,19,14,10,1,8,40,14,14,9,0
2022-03-12T16:00:00.000Z,26,71,34,153,76,362,43,13,17,666,10,24,21,7,10,39,48,29,20,9
2022-03-12T17:00:00.000Z,8,63,18,158,91,254,35,31,27,449,14,14,21,14,14,40,23,11,12,20
2022-03-12T18:00:00.000Z,13,114,11,95,87,198,82,33,24,409,11,54,21,32,49,24,61,7,7,16
2022-03-12T19:00:00.000Z,8,81,13,42,83,90,31,113,119,393,7,42,11,8,128,19,22,40,14,14
2022-03-12T20:00:00.000Z,110,76,19,42,67,38,45,202,55,269,12,28,26,1,198,26,36,26,6,6
2022-03-12T21:00:00.000Z,37,51,13,21,48,28,24,169,43,216,2,26,15,5,211,21,43,19,12,13
2022-03-12T22:00:00.000Z,35,32,5,29,63,24,25,256,79,247,1,9,17,3,192,30,10,12,4,2
